groupSize,operationCnt,role,ID,operation,time(ms),encTimes,appendMsg
64,0,recipient,0,update,4.8616,null,null
64,0,recipient,1,update,1.4915,null,null
64,0,recipient,2,update,1.6118,null,null
64,0,recipient,3,update,1.4881,null,null
64,0,recipient,4,update,1.3632,null,null
64,0,recipient,5,update,1.5389,null,null
64,0,recipient,6,update,1.5047,null,null
64,0,recipient,7,update,1.7134,null,null
64,0,recipient,8,update,1.5389,null,null
64,0,recipient,9,update,1.8801,null,null
64,0,recipient,10,update,1.4607,null,null
64,0,recipient,11,update,1.3533,null,null
64,0,recipient,12,update,1.4336,null,null
64,0,recipient,13,update,1.5062,null,null
64,0,recipient,14,update,1.3669,null,null
64,0,recipient,15,update,1.5144,null,null
64,0,recipient,16,update,2.0589,null,null
64,0,recipient,17,update,1.9539,null,null
64,0,recipient,18,update,1.8279,null,null
64,0,recipient,19,update,1.8755,null,null
64,0,recipient,20,update,1.9202,null,null
64,0,recipient,21,update,1.9293,null,null
64,0,recipient,22,update,2.0567,null,null
64,0,recipient,23,update,1.9973,null,null
64,0,recipient,24,update,2.689,null,null
64,0,recipient,25,update,2.8621,null,null
64,0,sender,26,update,26.6442,48,null
64,0,recipient,27,update,3.5662,null,null
64,0,recipient,28,update,81.1472,null,null
64,0,recipient,29,update,2.4684,null,null
64,0,recipient,30,update,2.6772,null,null
64,0,recipient,31,update,2.2698,null,null
64,0,recipient,32,update,0.9385,null,null
64,0,recipient,33,update,1.0049,null,null
64,0,recipient,34,update,1.0765,null,null
64,0,recipient,35,update,1.0186,null,null
64,0,recipient,36,update,0.9332,null,null
64,0,recipient,37,update,1.0341,null,null
64,0,recipient,38,update,0.9512,null,null
64,0,recipient,39,update,0.9172,null,null
64,0,recipient,40,update,1.0705,null,null
64,0,recipient,41,update,1.0433,null,null
64,0,recipient,42,update,1.0386,null,null
64,0,recipient,43,update,1.2144,null,null
64,0,recipient,44,update,0.921,null,null
64,0,recipient,45,update,0.9529,null,null
64,0,recipient,46,update,1.0337,null,null
64,0,recipient,47,update,1.0412,null,null
64,0,recipient,48,update,1.0031,null,null
64,0,recipient,49,update,1.0572,null,null
64,0,recipient,50,update,1.0238,null,null
64,0,recipient,51,update,0.9123,null,null
64,0,recipient,52,update,0.9544,null,null
64,0,recipient,53,update,1.0091,null,null
64,0,recipient,54,update,5.895,null,null
64,0,recipient,55,update,1.0154,null,null
64,0,recipient,56,update,1.2803,null,null
64,0,recipient,57,update,1.0538,null,null
64,0,recipient,58,update,0.9236,null,null
64,0,recipient,59,update,0.9558,null,null
64,0,recipient,60,update,1.2812,null,null
64,0,recipient,61,update,1.124,null,null
64,0,recipient,62,update,1.0374,null,null
64,0,recipient,63,update,0.9587,null,null
64,1,recipient,0,update,2.0101,null,null
64,1,recipient,1,update,1.9647,null,null
64,1,recipient,2,update,2.0641,null,null
64,1,recipient,3,update,2.0046,null,null
64,1,recipient,4,update,1.9003,null,null
64,1,recipient,5,update,1.8156,null,null
64,1,recipient,6,update,1.9135,null,null
64,1,recipient,7,update,1.9003,null,null
64,1,recipient,8,update,3.0437,null,null
64,1,recipient,9,update,3.1134,null,null
64,1,sender,10,update,21.3774,41,null
64,1,recipient,11,update,3.1477,null,null
64,1,recipient,12,update,2.2396,null,null
64,1,recipient,13,update,2.6207,null,null
64,1,recipient,14,update,2.53,null,null
64,1,recipient,15,update,2.541,null,null
64,1,recipient,16,update,1.5257,null,null
64,1,recipient,17,update,1.561,null,null
64,1,recipient,18,update,1.4428,null,null
64,1,recipient,19,update,1.3547,null,null
64,1,recipient,20,update,1.4848,null,null
64,1,recipient,21,update,1.3463,null,null
64,1,recipient,22,update,1.6277,null,null
64,1,recipient,23,update,1.3604,null,null
64,1,recipient,24,update,18.7755,null,null
64,1,recipient,25,update,1.3456,null,null
64,1,recipient,26,update,1.5345,null,null
64,1,recipient,27,update,1.3597,null,null
64,1,recipient,28,update,1.5277,null,null
64,1,recipient,29,update,1.4866,null,null
64,1,recipient,30,update,1.5138,null,null
64,1,recipient,31,update,46.1434,null,null
64,1,recipient,32,update,0.9182,null,null
64,1,recipient,33,update,1.1263,null,null
64,1,recipient,34,update,1.0344,null,null
64,1,recipient,35,update,1.0405,null,null
64,1,recipient,36,update,1.0039,null,null
64,1,recipient,37,update,1.024,null,null
64,1,recipient,38,update,0.96,null,null
64,1,recipient,39,update,0.9068,null,null
64,1,recipient,40,update,0.8674,null,null
64,1,recipient,41,update,0.9204,null,null
64,1,recipient,42,update,1.014,null,null
64,1,recipient,43,update,274.261,null,null
64,1,recipient,44,update,0.9826,null,null
64,1,recipient,45,update,0.9569,null,null
64,1,recipient,46,update,1.056,null,null
64,1,recipient,47,update,3.2105,null,null
64,1,recipient,48,update,0.9907,null,null
64,1,recipient,49,update,0.9986,null,null
64,1,recipient,50,update,1.008,null,null
64,1,recipient,51,update,0.9531,null,null
64,1,recipient,52,update,0.9544,null,null
64,1,recipient,53,update,1.0735,null,null
64,1,recipient,54,update,1.029,null,null
64,1,recipient,55,update,1.0145,null,null
64,1,recipient,56,update,1.0483,null,null
64,1,recipient,57,update,0.9198,null,null
64,1,recipient,58,update,0.9689,null,null
64,1,recipient,59,update,0.9502,null,null
64,1,recipient,60,update,0.9431,null,null
64,1,recipient,61,update,3.1723,null,null
64,1,recipient,62,update,1.0926,null,null
64,1,recipient,63,update,1.0572,null,null
64,2,recipient,0,update,1.0584,null,null
64,2,recipient,1,update,1.0521,null,null
64,2,recipient,2,update,0.9765,null,null
64,2,recipient,3,update,0.9859,null,null
64,2,recipient,4,update,0.9577,null,null
64,2,recipient,5,update,1.0366,null,null
64,2,recipient,6,update,1.094,null,null
64,2,recipient,7,update,1.0359,null,null
64,2,recipient,8,update,1.1833,null,null
64,2,recipient,9,update,1.0265,null,null
64,2,recipient,10,update,1.0003,null,null
64,2,recipient,11,update,0.9204,null,null
64,2,recipient,12,update,0.9168,null,null
64,2,recipient,13,update,1.0605,null,null
64,2,recipient,14,update,0.9975,null,null
64,2,recipient,15,update,1.0226,null,null
64,2,recipient,16,update,0.9041,null,null
64,2,recipient,17,update,1.6707,null,null
64,2,recipient,18,update,0.9241,null,null
64,2,recipient,19,update,1.289,null,null
64,2,recipient,20,update,1.0203,null,null
64,2,recipient,21,update,1.0581,null,null
64,2,recipient,22,update,1.0024,null,null
64,2,recipient,23,update,1.0915,null,null
64,2,recipient,24,update,0.9118,null,null
64,2,recipient,25,update,0.9417,null,null
64,2,recipient,26,update,1.0066,null,null
64,2,recipient,27,update,1.0735,null,null
64,2,recipient,28,update,1.0528,null,null
64,2,recipient,29,update,1.0432,null,null
64,2,recipient,30,update,1.0059,null,null
64,2,recipient,31,update,0.8875,null,null
64,2,recipient,32,update,1.3779,null,null
64,2,recipient,33,update,1.5632,null,null
64,2,recipient,34,update,1.5504,null,null
64,2,recipient,35,update,1.541,null,null
64,2,recipient,36,update,1.5018,null,null
64,2,recipient,37,update,1.5141,null,null
64,2,recipient,38,update,1.3659,null,null
64,2,recipient,39,update,1.4421,null,null
64,2,recipient,40,update,1.5676,null,null
