groupSize,operationCnt,role,ID,operation,time(ms),encTimes,appendMsg
16,0,sender,0,add,1.1882,1,16
16,0,recipient,1,add,0.6239,null,16
16,0,recipient,2,add,0.6382,null,16
16,0,recipient,3,add,0.5569,null,16
16,0,recipient,4,add,0.6615,null,16
16,0,recipient,5,add,0.6735,null,16
16,0,recipient,6,add,0.648,null,16
16,0,recipient,7,add,0.6573,null,16
16,0,recipient,8,add,0.6261,null,16
16,0,recipient,9,add,0.5712,null,16
16,0,recipient,10,add,0.6807,null,16
16,0,recipient,11,add,0.6522,null,16
16,0,recipient,12,add,0.6695,null,16
16,0,recipient,13,add,0.6466,null,16
16,0,recipient,14,add,0.5702,null,16
16,0,recipient,15,add,0.6107,null,16
16,0,recipient,16,add,2.1316,null,16
16,1,recipient,0,add,0.7084,null,16
16,1,recipient,1,add,0.6309,null,16
16,1,recipient,2,add,0.6265,null,16
16,1,recipient,3,add,0.6043,null,16
16,1,recipient,4,add,0.5375,null,16
16,1,recipient,5,add,3.152,null,16
16,1,recipient,6,add,0.636,null,16
16,1,recipient,7,add,0.6123,null,16
16,1,recipient,8,add,0.6215,null,16
16,1,recipient,9,add,0.8169,null,16
16,1,sender,10,add,0.5747,1,16
16,1,recipient,11,add,0.5398,null,16
16,1,recipient,12,add,0.536,null,16
16,1,recipient,13,add,0.5964,null,16
16,1,recipient,14,add,0.6373,null,16
16,1,recipient,15,add,0.6541,null,16
16,1,recipient,16,add,2.0119,null,16
16,2,recipient,0,add,0.5369,null,16
16,2,recipient,1,add,0.53,null,16
16,2,recipient,2,add,0.6156,null,16
16,2,recipient,3,add,0.6204,null,16
16,2,recipient,4,add,0.6197,null,16
16,2,recipient,5,add,0.6171,null,16
16,2,recipient,6,add,0.6169,null,16
16,2,recipient,7,add,0.5486,null,16
16,2,recipient,8,add,0.5387,null,16
16,2,recipient,9,add,0.8388,null,16
16,2,recipient,10,add,0.6161,null,16
16,2,recipient,11,add,0.6399,null,16
16,2,recipient,12,add,0.5414,null,16
16,2,recipient,13,add,0.6353,null,16
16,2,recipient,14,add,0.5366,null,16
16,2,sender,15,add,0.8811,1,16
16,2,recipient,16,add,1.8374,null,16
16,3,recipient,0,add,0.641,null,16
16,3,recipient,1,add,0.4554,null,16
16,3,recipient,2,add,0.6517,null,16
16,3,recipient,3,add,0.5639,null,16
16,3,recipient,4,add,0.5462,null,16
16,3,recipient,5,add,0.6491,null,16
16,3,sender,6,add,0.6513,1,16
16,3,recipient,7,add,0.6323,null,16
16,3,recipient,8,add,0.4929,null,16
16,3,recipient,9,add,0.5454,null,16
16,3,recipient,10,add,0.5798,null,16
16,3,recipient,11,add,0.5402,null,16
16,3,recipient,12,add,0.5,null,16
16,3,recipient,13,add,0.6861,null,16
16,3,recipient,14,add,0.6288,null,16
16,3,recipient,15,add,0.6727,null,16
16,3,recipient,16,add,2.0508,null,16
16,4,recipient,0,add,0.5639,null,16
16,4,recipient,1,add,0.5909,null,16
16,4,recipient,2,add,0.7136,null,16
16,4,recipient,3,add,0.6516,null,16
16,4,recipient,4,add,0.6455,null,16
16,4,recipient,5,add,0.5582,null,16
16,4,recipient,6,add,0.6665,null,16
16,4,recipient,7,add,0.5837,null,16
16,4,recipient,8,add,0.5314,null,16
16,4,recipient,9,add,0.7006,null,16
16,4,recipient,10,add,0.6383,null,16
16,4,recipient,11,add,0.6755,null,16
16,4,recipient,12,add,0.6713,null,16
16,4,recipient,13,add,0.5449,null,16
16,4,sender,14,add,0.5523,1,16
16,4,recipient,15,add,0.6786,null,16
16,4,recipient,16,add,1.9366,null,16
16,5,recipient,0,add,0.7862,null,16
16,5,recipient,1,add,0.861,null,16
16,5,recipient,2,add,0.6145,null,16
16,5,recipient,3,add,0.6424,null,16
16,5,recipient,4,add,0.6165,null,16
16,5,sender,5,add,0.6557,1,16
16,5,recipient,6,add,0.939,null,16
16,5,recipient,7,add,0.7998,null,16
16,5,recipient,8,add,0.6104,null,16
16,5,recipient,9,add,0.6165,null,16
16,5,recipient,10,add,0.7658,null,16
16,5,recipient,11,add,0.8052,null,16
16,5,recipient,12,add,0.8497,null,16
16,5,recipient,13,add,0.8,null,16
16,5,recipient,14,add,0.8639,null,16
16,5,recipient,15,add,0.6484,null,16
