groupSize,operationCnt,role,ID,operation,time(ms),encTimes,appendMsg
64,0,recipient,0,create,1.2317,null,null
64,0,recipient,1,create,1.3352,null,null
64,0,recipient,2,create,1.2748,null,null
64,0,recipient,3,create,1.2246,null,null
64,0,recipient,4,create,16.486,null,null
64,0,recipient,5,create,1.2459,null,null
64,0,recipient,6,create,1.089,null,null
64,0,recipient,7,create,1.2533,null,null
64,0,recipient,8,create,1.293,null,null
64,0,recipient,9,create,1.1368,null,null
64,0,recipient,10,create,1.3469,null,null
64,0,recipient,11,create,1.2885,null,null
64,0,recipient,12,create,1.1789,null,null
64,0,recipient,13,create,1.2361,null,null
64,0,recipient,14,create,1.2767,null,null
64,0,recipient,15,create,1.2426,null,null
64,0,recipient,16,create,1.3351,null,null
64,0,recipient,17,create,1.2469,null,null
64,0,recipient,18,create,1.3246,null,null
64,0,recipient,19,create,1.0941,null,null
64,0,recipient,20,create,1.3419,null,null
64,0,recipient,21,create,1.2905,null,null
64,0,recipient,22,create,1.2685,null,null
64,0,recipient,23,create,1.42,null,null
64,0,recipient,24,create,2.3093,null,null
64,0,recipient,25,create,1.4226,null,null
64,0,recipient,26,create,1.6824,null,null
64,0,recipient,27,create,1.0681,null,null
64,0,recipient,28,create,1.387,null,null
64,0,recipient,29,create,1.3398,null,null
64,0,recipient,30,create,23.9552,null,null
64,0,recipient,31,create,1.1062,null,null
64,0,recipient,32,create,1.614,null,null
64,0,recipient,33,create,1.6077,null,null
64,0,recipient,34,create,1.81,null,null
64,0,recipient,35,create,2.0015,null,null
64,0,recipient,36,create,1.8884,null,null
64,0,recipient,37,create,1.8719,null,null
64,0,recipient,38,create,3.2217,null,null
64,0,recipient,39,create,2.0533,null,null
64,0,recipient,40,create,1.763,null,null
64,0,recipient,41,create,1.8713,null,null
64,0,recipient,42,create,1.539,null,null
64,0,recipient,43,create,1.6896,null,null
64,0,recipient,44,create,1.9232,null,null
64,0,recipient,45,create,1.7358,null,null
64,0,recipient,46,create,1.6658,null,null
64,0,recipient,47,create,1.5905,null,null
64,0,sender,48,create,278.8217,63,null
64,0,recipient,49,create,4.2794,null,null
64,0,recipient,50,create,3.8786,null,null
64,0,recipient,51,create,3.7197,null,null
64,0,recipient,52,create,2.6566,null,null
64,0,recipient,53,create,2.633,null,null
64,0,recipient,54,create,3.0496,null,null
64,0,recipient,55,create,3.6739,null,null
64,0,recipient,56,create,180.0045,null,null
