groupSize,operationCnt,role,ID,operation,time(ms),encTimes,appendMsg
16,0,recipient,0,create,1.3085,null,null
16,0,recipient,1,create,1.6609,null,null
16,0,recipient,2,create,1.760699,null,null
16,0,recipient,3,create,1.761099,null,null
16,0,recipient,4,create,1.811299,null,null
16,0,recipient,5,create,1.735501,null,null
16,0,recipient,6,create,2.0331,null,null
16,0,recipient,7,create,2.0374,null,null
16,0,recipient,8,create,2.5963,null,null
16,0,recipient,9,create,2.604599,null,null
16,0,sender,10,create,11.306099,14,null
16,0,recipient,11,create,4.1673,null,null
16,0,recipient,12,create,2.709699,null,null
16,0,recipient,13,create,2.5248,null,null
16,0,recipient,14,create,1.6531,null,null
16,0,recipient,15,create,0.0,null,null
16,1,recipient,0,create,2.3509,null,null
16,1,recipient,1,create,2.4152,null,null
16,1,recipient,2,create,4.0367,null,null
16,1,sender,3,create,14.9487,14,null
16,1,recipient,4,create,3.609699,null,null
16,1,recipient,5,create,3.3164,null,null
16,1,recipient,6,create,1.6342,null,null
16,1,recipient,7,create,1.6373,null,null
16,1,recipient,8,create,1.2953,null,null
16,1,recipient,9,create,1.5657,null,null
16,1,recipient,10,create,1.326701,null,null
16,1,recipient,11,create,1.3157,null,null
16,1,recipient,12,create,1.6428,null,null
16,1,recipient,13,create,1.6352,null,null
16,1,recipient,14,create,2.4986,null,null
16,1,recipient,15,create,0.0,null,null
16,2,recipient,0,create,1.0779,null,null
16,2,recipient,1,create,1.0088,null,null
16,2,recipient,2,create,1.2205,null,null
16,2,recipient,3,create,1.151399,null,null
16,2,recipient,4,create,1.1687,null,null
16,2,recipient,5,create,1.138101,null,null
16,2,recipient,6,create,1.6561,null,null
16,2,recipient,7,create,1.4739,null,null
16,2,recipient,8,create,1.427,null,null
16,2,recipient,9,create,1.661801,null,null
16,2,sender,10,create,9.8901,14,null
16,2,recipient,11,create,3.173701,null,null
16,2,recipient,12,create,1.975301,null,null
16,2,recipient,13,create,2.203299,null,null
16,2,recipient,14,create,1.0857,null,null
16,2,recipient,15,create,0.0,null,null
16,3,recipient,0,create,1.1783,null,null
16,3,recipient,1,create,1.137599,null,null
16,3,recipient,2,create,1.105999,null,null
16,3,recipient,3,create,1.093101,null,null
16,3,recipient,4,create,1.046,null,null
16,3,recipient,5,create,4.400901,null,null
16,3,recipient,6,create,2.228801,null,null
16,3,recipient,7,create,1.9275,null,null
16,3,recipient,8,create,2.9343,null,null
16,3,sender,9,create,8.9166,14,null
16,3,recipient,10,create,1.5919,null,null
16,3,recipient,11,create,1.4229,null,null
16,3,recipient,12,create,1.5212,null,null
16,3,recipient,13,create,1.7211,null,null
16,3,recipient,14,create,1.135,null,null
16,3,recipient,15,create,0.0,null,null
16,4,recipient,0,create,1.4555,null,null
16,4,recipient,1,create,1.6539,null,null
16,4,recipient,2,create,2.193399,null,null
16,4,recipient,3,create,1.9054,null,null
16,4,sender,4,create,10.4823,14,null
16,4,recipient,5,create,2.8409,null,null
16,4,recipient,6,create,1.2091,null,null
16,4,recipient,7,create,0.981,null,null
16,4,recipient,8,create,1.0712,null,null
16,4,recipient,9,create,1.126201,null,null
16,4,recipient,10,create,1.148201,null,null
16,4,recipient,11,create,1.164799,null,null
16,4,recipient,12,create,1.1794,null,null
16,4,recipient,13,create,1.1267,null,null
16,4,recipient,14,create,1.7273,null,null
16,4,recipient,15,create,0.0,null,null
16,5,recipient,0,create,1.8524,null,null
16,5,recipient,1,create,2.448799,null,null
16,5,recipient,2,create,3.3492,null,null
16,5,recipient,3,create,3.6319,null,null
16,5,recipient,4,create,4.104299,null,null
16,5,sender,5,create,11.0556,14,null
16,5,recipient,6,create,1.333699,null,null
16,5,recipient,7,create,1.4798,null,null
16,5,recipient,8,create,1.6762,null,null
16,5,recipient,9,create,3.092301,null,null
16,5,recipient,10,create,1.7153,null,null
16,5,recipient,11,create,1.746901,null,null
16,5,recipient,12,create,1.7472,null,null
16,5,recipient,13,create,1.266,null,null
16,5,recipient,14,create,2.4699,null,null
16,5,recipient,15,create,0.0,null,null
16,6,recipient,0,create,2.3926,null,null
16,6,recipient,1,create,2.405201,null,null
16,6,sender,2,create,11.254501,14,null
16,6,recipient,3,create,3.006,null,null
16,6,recipient,4,create,2.666,null,null
16,6,recipient,5,create,3.213601,null,null
16,6,recipient,6,create,1.6139,null,null
16,6,recipient,7,create,1.2302,null,null
16,6,recipient,8,create,1.2245,null,null
16,6,recipient,9,create,1.640301,null,null
16,6,recipient,10,create,1.2251,null,null
16,6,recipient,11,create,1.2264,null,null
16,6,recipient,12,create,1.615201,null,null
16,6,recipient,13,create,1.647,null,null
16,6,recipient,14,create,2.467501,null,null
16,6,recipient,15,create,0.0,null,null
16,7,recipient,0,create,1.6347,null,null
16,7,recipient,1,create,1.533001,null,null
16,7,sender,2,create,10.1768,14,null
16,7,recipient,3,create,2.3545,null,null
16,7,recipient,4,create,2.2703,null,null
16,7,recipient,5,create,2.258499,null,null
16,7,recipient,6,create,1.167499,null,null
16,7,recipient,7,create,0.9749,null,null
16,7,recipient,8,create,1.004501,null,null
16,7,recipient,9,create,1.0694,null,null
16,7,recipient,10,create,1.181,null,null
16,7,recipient,11,create,1.091901,null,null
16,7,recipient,12,create,1.153001,null,null
16,7,recipient,13,create,1.1492,null,null
16,7,recipient,14,create,1.735999,null,null
16,7,recipient,15,create,0.0,null,null
16,8,recipient,0,create,2.222199,null,null
16,8,recipient,1,create,34.5505,null,null
16,8,recipient,2,create,1.615099,null,null
16,8,recipient,3,create,1.697,null,null
16,8,recipient,4,create,1.438,null,null
16,8,recipient,5,create,1.6438,null,null
