groupSize,operationCnt,role,ID,operation,time(ms),encTimes,appendMsg
8,0,recipient,0,create,1.01,null,null
8,0,recipient,1,create,1.0674,null,null
8,0,recipient,2,create,1.0189,null,null
8,0,recipient,3,create,1.4799,null,null
8,0,recipient,4,create,1.9294,null,null
8,0,sender,5,create,27.0935,7,null
8,0,recipient,6,create,1.4764,null,null
8,0,recipient,7,create,1.4621,null,null
8,1,recipient,0,create,2.3331,null,null
8,1,sender,1,create,10.8321,7,null
8,1,recipient,2,create,1.5239,null,null
8,1,recipient,3,create,2.0701,null,null
8,1,recipient,4,create,1.0296,null,null
8,1,recipient,5,create,1.3841,null,null
8,1,recipient,6,create,1.0413,null,null
8,1,recipient,7,create,1.1888,null,null
8,2,recipient,0,create,3.0407,null,null
8,2,recipient,1,create,3.3676,null,null
8,2,recipient,2,create,1.0639,null,null
8,2,recipient,3,create,1.1709,null,null
8,2,recipient,4,create,1.6024,null,null
8,2,recipient,5,create,1.6036,null,null
8,2,sender,6,create,11.8571,7,null
8,2,recipient,7,create,2.6411,null,null
8,3,recipient,0,create,1.4869,null,null
8,3,recipient,1,create,1.4698,null,null
8,3,recipient,2,create,2.7845,null,null
8,3,sender,3,create,12.5854,7,null
8,3,recipient,4,create,1.2213,null,null
8,3,recipient,5,create,2.5919,null,null
8,3,recipient,6,create,1.0066,null,null
8,3,recipient,7,create,1.9276,null,null
8,4,recipient,0,create,1.0961,null,null
8,4,recipient,1,create,1.1858,null,null
8,4,recipient,2,create,1.1023,null,null
8,4,recipient,3,create,1.0523,null,null
8,4,recipient,4,create,1.5468,null,null
8,4,recipient,5,create,2.5838,null,null
8,4,sender,6,create,9.8698,7,null
8,4,recipient,7,create,2.8162,null,null
8,5,recipient,0,create,1.4744,null,null
8,5,recipient,1,create,1.9031,null,null
8,5,recipient,2,create,1.9546,null,null
8,5,sender,3,create,12.2646,7,null
8,5,recipient,4,create,1.5709,null,null
8,5,recipient,5,create,1.0251,null,null
8,5,recipient,6,create,1.2013,null,null
8,5,recipient,7,create,1.1936,null,null
8,6,sender,0,create,8.0615,7,null
8,6,recipient,1,create,2.9293,null,null
8,6,recipient,2,create,1.7619,null,null
8,6,recipient,3,create,3.5508,null,null
8,6,recipient,4,create,1.4702,null,null
8,6,recipient,5,create,1.2358,null,null
8,6,recipient,6,create,1.2188,null,null
8,6,recipient,7,create,1.245,null,null
8,7,recipient,0,create,2.5319,null,null
8,7,recipient,1,create,2.0149,null,null
8,7,recipient,2,create,1.1361,null,null
8,7,recipient,3,create,1.0994,null,null
8,7,recipient,4,create,2.2595,null,null
