groupSize,operationCnt,role,ID,operation,time(ms),encTimes,appendMsg
8,0,recipient,0,create,1.566201,null,null
8,0,recipient,1,create,1.7353,null,null
8,0,sender,2,create,20.901801,7,null
8,0,recipient,3,create,1.975201,null,null
8,0,recipient,4,create,1.2022,null,null
8,0,recipient,5,create,1.067801,null,null
8,0,recipient,6,create,1.0136,null,null
8,0,recipient,7,create,1.034901,null,null
8,1,recipient,0,create,0.9614,null,null
8,1,recipient,1,create,0.9939,null,null
8,1,recipient,2,create,1.307499,null,null
8,1,recipient,3,create,0.997199,null,null
8,1,recipient,4,create,1.683299,null,null
8,1,recipient,5,create,1.5799,null,null
8,1,sender,6,create,3.429799,7,null
8,1,recipient,7,create,1.891899,null,null
8,2,recipient,0,create,1.125901,null,null
8,2,recipient,1,create,1.032501,null,null
8,2,recipient,2,create,1.1286,null,null
8,2,recipient,3,create,1.0239,null,null
8,2,sender,4,create,3.2074,7,null
8,2,recipient,5,create,1.9437,null,null
8,2,recipient,6,create,1.639201,null,null
8,2,recipient,7,create,1.0898,null,null
8,3,recipient,0,create,1.0118,null,null
8,3,recipient,1,create,1.005799,null,null
8,3,recipient,2,create,1.4787,null,null
8,3,recipient,3,create,1.0168,null,null
8,3,recipient,4,create,1.5051,null,null
8,3,recipient,5,create,1.4857,null,null
8,3,sender,6,create,3.2217,7,null
8,3,recipient,7,create,2.1082,null,null
8,4,recipient,0,create,0.712,null,null
8,4,recipient,1,create,1.0968,null,null
8,4,recipient,2,create,1.030899,null,null
8,4,recipient,3,create,0.9535,null,null
8,4,sender,4,create,3.1809,7,null
8,4,recipient,5,create,1.769,null,null
8,4,recipient,6,create,1.4108,null,null
8,4,recipient,7,create,1.608299,null,null
8,5,recipient,0,create,1.0521,null,null
8,5,recipient,1,create,1.0473,null,null
8,5,recipient,2,create,2.347599,null,null
8,5,recipient,3,create,0.9979,null,null
8,5,recipient,4,create,1.625499,null,null
8,5,recipient,5,create,1.635,null,null
8,5,recipient,6,create,1.9955,null,null
8,5,sender,7,create,3.1508,7,null
8,6,recipient,0,create,1.065299,null,null
8,6,recipient,1,create,0.812,null,null
8,6,recipient,2,create,1.106301,null,null
